\,Branch length (µm) [Single value],No. of compartments
Cell 182 rooted in Path (182),3.456292136,1
Cell 46 rooted in Path (46),3.830242855,1
Cell 183 rooted in Path (183),1.850961627,1
Cell 47 rooted in Path (47),4.887935214,1
Cell 184 rooted in Path (184),5.552884882,1
Cell 44 rooted in Path (44),4.997462844,1
Cell 45 rooted in Path (45),7.20358322,1
Cell 42 rooted in Path (42),6.848424471,1
Cell 110 rooted in Path (110),2.489335437,1
Cell 43 rooted in Path (43),3.656555425,1
Cell 111 rooted in Path (111),5.261885933,1
Cell 40 rooted in Path (40),2.070016887,1
Cell 112 rooted in Path (112),13.87053637,1
Cell 41 rooted in Path (41),3.191869046,1
Cell 113 rooted in Path (113),4.978670873,1
Cell 114 rooted in Path (114),2.708390697,1
Cell 115 rooted in Path (115),3.611187595,1
Cell 116 rooted in Path (116),4.313721205,1
Cell 117 rooted in Path (117),10.78819496,1
Cell 118 rooted in Path (118),4.185401604,1
Cell 119 rooted in Path (119),2.115384717,1
Cell 39 rooted in Path (39),8.389595179,1
Cell 190 rooted in Path (190),2.334439977,1
Cell 191 rooted in Path (191),1.057692359,1
Cell 37 rooted in Path (37),4.075873974,1
Cell 192 rooted in Path (192),2.224912347,1
Cell 38 rooted in Path (38),17.72735509,1
Cell 35 rooted in Path (35),3.036973586,1
Cell 36 rooted in Path (36),2.708390697,1
Cell 77 rooted in Path (77),2.289072147,1
Cell 78 rooted in Path (78),0.793269269,1
Cell 120 rooted in Path (120),3.256028846,1
Cell 75 rooted in Path (75),2.489335437,1
Cell 121 rooted in Path (121),1.322115448,1
Cell 76 rooted in Path (76),2.663022867,1
Cell 122 rooted in Path (122),33.11248631,1
Cell 73 rooted in Path (73),2.708390697,1
Cell 123 rooted in Path (123),10.52377187,1
Cell 74 rooted in Path (74),2.179544517,1
Cell 124 rooted in Path (124),4.668879954,1
Cell 71 rooted in Path (71),5.526309023,1
Cell 125 rooted in Path (125),5.526309023,1
Cell 72 rooted in Path (72),2.443967607,1
Cell 126 rooted in Path (126),2.489335437,1
Cell 127 rooted in Path (127),2.289072147,1
Cell 70 rooted in Path (70),10.49719601,1
Cell 128 rooted in Path (128),2.224912347,1
Cell 129 rooted in Path (129),4.340297064,1
Cell 68 rooted in Path (68),2.753758526,1
Cell 69 rooted in Path (69),4.733039754,1
Cell 66 rooted in Path (66),4.204193575,1
Cell 130 rooted in Path (130),5.590468823,1
Cell 67 rooted in Path (67),5.435573363,1
Cell 131 rooted in Path (131),4.423248835,1
Cell 64 rooted in Path (64),14.50891018,1
Cell 132 rooted in Path (132),19.20436599,1
Cell 65 rooted in Path (65),3.346764506,1
Cell 133 rooted in Path (133),4.204193575,1
Cell 62 rooted in Path (62),4.313721205,1
Cell 134 rooted in Path (134),1.850961627,1
Cell 63 rooted in Path (63),0.902796899,1
Cell 135 rooted in Path (135),13.09605907,1
Cell 60 rooted in Path (60),2.753758526,1
Cell 136 rooted in Path (136),2.817918326,1
Cell 61 rooted in Path (61),3.410924306,1
Cell 137 rooted in Path (137),3.720715225,1
Cell 138 rooted in Path (138),1.869753598,1
Cell 139 rooted in Path (139),1.012324529,1
Cell 59 rooted in Path (59),8.434963009,1
Cell 57 rooted in Path (57),1.869753598,1
Cell 58 rooted in Path (58),2.863286156,1
Cell 11 rooted in Path (11),1.012324529,1
Cell 99 rooted in Path (99),5.261885933,1
Cell 141 rooted in Path (141),6.629369211,1
Cell 12 rooted in Path (12),4.075873974,1
Cell 142 rooted in Path (142),2.334439977,1
Cell 97 rooted in Path (97),3.830242855,1
Cell 143 rooted in Path (143),2.553495237,1
Cell 10 rooted in Path (10),9.866606087,1
Cell 98 rooted in Path (98),4.423248835,1
Cell 144 rooted in Path (144),2.663022867,1
Cell 95 rooted in Path (95),2.972813786,1
Cell 145 rooted in Path (145),2.334439977,1
Cell 96 rooted in Path (96),1.431643078,1
Cell 146 rooted in Path (146),6.009787372,1
Cell 93 rooted in Path (93),2.024649058,1
Cell 147 rooted in Path (147),7.177007361,1
Cell 94 rooted in Path (94),2.289072147,1
Cell 148 rooted in Path (148),14.78111716,1
Cell 91 rooted in Path (91),26.5472769,1
Cell 149 rooted in Path (149),12.71110027,1
Cell 92 rooted in Path (92),4.094665945,1
Cell 90 rooted in Path (90),2.224912347,1
Cell 140 rooted in Path (140),10.96188239,1
Cell 88 rooted in Path (88),4.687671924,1
Cell 152 rooted in Path (152),9.703926738,1
Cell 89 rooted in Path (89),7.81538117,1
Cell 153 rooted in Path (153),6.565209411,1
Cell 86 rooted in Path (86),5.590468823,1
Cell 154 rooted in Path (154),2.224912347,1
Cell 87 rooted in Path (87),3.611187595,1
Cell 155 rooted in Path (155),3.830242855,1
Cell 84 rooted in Path (84),5.771940142,1
Cell 156 rooted in Path (156),1.760225968,1
Cell 85 rooted in Path (85),2.553495237,1
Cell 157 rooted in Path (157),2.663022867,1
Cell 82 rooted in Path (82),14.50891018,1
Cell 158 rooted in Path (158),14.79990913,1
Cell 83 rooted in Path (83),11.5360964,1
Cell 159 rooted in Path (159),6.738896841,1
Cell 80 rooted in Path (80),11.664416,1
Cell 81 rooted in Path (81),7.724645511,1
Cell 79 rooted in Path (79),1.869753598,1
Cell 150 rooted in Path (150),26.10916638,1
Cell 151 rooted in Path (151),15.54781057,1
,1139.376943,
